qa_id,id,file_name,question,gold_answer,reference_normalized,asr_normalized,wer,cer,answer_preserved,gold_answer_token_count,asr_llm_answer_raw,asr_llm_answer_normalized,asr_em,asr_f1,latency_sec,output_tokens,status,error,oracle_answer_raw,oracle_answer_normalized,oracle_em,oracle_f1,delta_f1,propagation_failure
147,1821,8325644450205662356.wav,تحقیق دانشمندان بر ارتباط میان چه دو چیزی تکیه دارد؟,آسیب‌شناسی مغز و رفتار,ارتباط بین آسیب‌شناسی مغز و رفتار پشتوانه تحقیق دانشمندان است,ارتباط بین آسیب شناسی مغز و رفتار پشتوانه تحقیق دانشمندان است,0.0,0.0,True,5,"آسیب شناسی مغز و رفتار 
",آسیب شناسی مغز و رفتار,1,1.0,1.327938359,9,ok,,"آسیب‌شناسی مغز و رفتار 
",آسیب شناسی مغز و رفتار,1,1.0,0.0,0
57,1723,16170780086813529156.wav,شهرت این بندر به توقف حمله ناوگان در چه سالی مربوط است؟,1889,این بندر بخاطر توقف حمله ناوگان در سال ۱۸۸۹ شهرت دارد یعنی زمانی که هفت کشتی آلمان ایالات متحده و بریتانیا بندر را ترک نکردند,این بندر به خاطر توقف حمله ناوگان در سال یک هزار و هشتصد و هشتاد و نه شهرت دارد یعنی زمانیکه هفت کشتی آلمان ایالات متحده و بریتانیا بندر را ترک نکردند,0.48,0.248,False,1,"یک هزار و هشتصد و هشتاد و نه 
",یک هزار و هشتصد و هشتاد و نه,0,0.0,1.970799017,14,ok,,"۱۸۸۹ 
",1889,1,1.0,1.0,1
57,1723,9057728932660996604.wav,شهرت این بندر به توقف حمله ناوگان در چه سالی مربوط است؟,1889,این بندر بخاطر توقف حمله ناوگان در سال ۱۸۸۹ شهرت دارد یعنی زمانی که هفت کشتی آلمان ایالات متحده و بریتانیا بندر را ترک نکردند,این بندر به خاطر توقف حمله ی ناوگان در سال یک هزار و هشتصد و هشتاد و نه شهرت دارد یعنی زمانیکه هفت کشمیر کشتی آلمان ایالات متحده و بریتانیا بندر را ترک نکرده اند,0.64,0.336,False,1,"یک هزار و هشتصد و هشتاد و نه 
",یک هزار و هشتصد و هشتاد و نه,0,0.0,1.942824913,14,ok,,"۱۸۸۹ 
",1889,1,1.0,1.0,1
152,1827,14300700421970007150.wav,ضخامت پوسته در سمت دورتر چقدر است؟,100 کیلومتر,پوسته در ضلع نزدیک حدود ۷۰ کیلومتر و در سمت دورتر دارای ۱۰۰ کیلومتر ضخامت دارد,پوسته در ضلع نزدیک حدود هفتاد کیلومتر و در سمت دور تر دارای صد کیلومتر ضخامت دارد,0.25,0.1153846153846153,False,2,"صد کیلومتر 
",صد کیلومتر,0,0.5,0.778448997,4,ok,,"۱۰۰ کیلومتر 
",100 کیلومتر,1,1.0,0.5,1
152,1827,2962181178078021890.wav,ضخامت پوسته در سمت دورتر چقدر است؟,100 کیلومتر,پوسته در ضلع نزدیک حدود ۷۰ کیلومتر و در سمت دورتر دارای ۱۰۰ کیلومتر ضخامت دارد,پوسته در ضلع نزدیک حدود هفتاد کیلومتر و در سمت دورتر دارای صد کیلومتر ضخامت است,0.1875,0.141025641025641,False,2,"صد کیلومتر 
",صد کیلومتر,0,0.5,0.763951457,4,ok,,"۱۰۰ کیلومتر 
",100 کیلومتر,1,1.0,0.5,1
152,1827,8611062754787761962.wav,ضخامت پوسته در سمت دورتر چقدر است؟,100 کیلومتر,پوسته در ضلع نزدیک حدود ۷۰ کیلومتر و در سمت دورتر دارای ۱۰۰ کیلومتر ضخامت دارد,پوسته در ضلع نزدیک حدود هفتاد کیلومتر و در سمت دورتر دارای صد کیلومتر ضخامت دارد,0.125,0.1025641025641025,False,2,"صد کیلومتر 
",صد کیلومتر,0,0.5,0.778863933,4,ok,,"۱۰۰ کیلومتر 
",100 کیلومتر,1,1.0,0.5,1
95,1765,1365137394470698651.wav,آسانسیون در چه سالی تأسیس شد؟,1537,پاراگوئه از زمان تأسیس آسانسیون در سال ۱۵۳۷ توانسته است بسیاری از خصوصیات و شخصیت‌های بومی خود را حفظ کند,پاراگوئه زمان تاسیس آسانسیون در سال یک هزار و پانصد و سی و هفت توانسته است بسیاری از خصوصیات و شخصیت های بومی خود را حفظ کند,0.4761904761904761,0.2857142857142857,False,1,"1537 
",1537,1,1.0,0.997093645,6,ok,,"۱۵۳۷ 
",1537,1,1.0,0.0,0
95,1765,9168959397769787236.wav,آسانسیون در چه سالی تأسیس شد؟,1537,پاراگوئه از زمان تأسیس آسانسیون در سال ۱۵۳۷ توانسته است بسیاری از خصوصیات و شخصیت‌های بومی خود را حفظ کند,پاراگوئه از زمان تاسیس آسانسیون در سال یک هزار و پانصد و سی و هفت توانسته است بسیاری از خصوصیات و شخصیت های بومی خود را حفظ کند,0.4285714285714285,0.2571428571428571,False,1,"یک هزار و پانصد و سی و هفت 
",یک هزار و پانصد و سی و هفت,0,0.0,1.590743962,11,ok,,"۱۵۳۷ 
",1537,1,1.0,1.0,1
95,1765,15194012589927454349.wav,آسانسیون در چه سالی تأسیس شد؟,1537,پاراگوئه از زمان تأسیس آسانسیون در سال ۱۵۳۷ توانسته است بسیاری از خصوصیات و شخصیت‌های بومی خود را حفظ کند,پاراگوئه از زمان تاسیس آسانسیون در سال یک هزار و پانصد و سی و هفت توانسته است بسیاری از خصوصیات و شخصیت های بومی خود را حفظ کند,0.4285714285714285,0.2571428571428571,False,1,"یک هزار و پانصد و سی و هفت 
",یک هزار و پانصد و سی و هفت,0,0.0,1.5871232,11,ok,,"۱۵۳۷ 
",1537,1,1.0,1.0,1
36,1698,8440299572865598899.wav,تمام مواد از چه ذرات ریزی ساخته شده‌اند؟,اتم,همه چیز در این عالم از ماده ساخته شده است تمام مواد از ذرات ریزی به نام اتم ساخته شده‌اند,همه چیز در این عالم از ماده ساخته شده است تمام مواد از ذرات ریزی به نام اتم ساخته شده اند,0.0,0.0,True,1,"اتم 
",اتم,1,1.0,0.777076762,4,ok,,"اتم 
",اتم,1,1.0,0.0,0
36,1698,6152587308876188188.wav,تمام مواد از چه ذرات ریزی ساخته شده‌اند؟,اتم,همه چیز در این عالم از ماده ساخته شده است تمام مواد از ذرات ریزی به نام اتم ساخته شده‌اند,همه چیز در این عالم از ماده ساخته شده است تمام مواد از ذرات ریزی به نام اتم ساخته شده اند,0.0,0.0,True,1,"اتم 
",اتم,1,1.0,0.768516367,4,ok,,"اتم 
",اتم,1,1.0,0.0,0
36,1698,17716873251074492087.wav,تمام مواد از چه ذرات ریزی ساخته شده‌اند؟,اتم,همه چیز در این عالم از ماده ساخته شده است تمام مواد از ذرات ریزی به نام اتم ساخته شده‌اند,همه چیز در این عالم از ماده ساخته شده شده است تمام مواد از ذرات ریزی به نام اتم ساخته شده اند,0.0476190476190476,0.0449438202247191,True,1,"اتم 
",اتم,1,1.0,0.789279117,4,ok,,"اتم 
",اتم,1,1.0,0.0,0
27,1689,11141203835727859025.wav,سفر بین کشورهای متعدد اروپا در شرایط عادی مستلزم چه فرایندهایی است؟,فرآیندهای درخواست ویزا و کنترل گذرنامه,اروپا قاره‌ای نسبتاً کوچک است ولی در آن کشورهای مستقل زیادی وجود دارد تحت شرایط عادی سفر کردن بین کشورهای متعدد مستلزم چندین بار طی کردن فرآیندهای درخواست ویزا و کنترل گذرنامه است,اروپا قاره ای نسبتا کوچک است ولی در آن کشورهای مستقل زیادی وجود دارد تحت شرایط عادی سفر کردن بین کشورهای متعدد مستلزم چندین بار طی کردن فرآیندهای درخواست ویزا و کنترل گذرنامه است,0.0,0.0,True,6,"درخواست ویزا و کنترل گذرنامه 
",درخواست ویزا و کنترل گذرنامه,0,0.909090909,1.643310805,11,ok,,"درخواست ویزا و کنترل گذرنامه 
",درخواست ویزا و کنترل گذرنامه,0,0.909090909,0.0,
27,1689,9747846372627805439.wav,سفر بین کشورهای متعدد اروپا در شرایط عادی مستلزم چه فرایندهایی است؟,فرآیندهای درخواست ویزا و کنترل گذرنامه,اروپا قاره‌ای نسبتاً کوچک است ولی در آن کشورهای مستقل زیادی وجود دارد تحت شرایط عادی سفر کردن بین کشورهای متعدد مستلزم چندین بار طی کردن فرآیندهای درخواست ویزا و کنترل گذرنامه است,اروپا قاره ای نسبتا کوچک است ولی در آن کشورهای مستقل زیادی وجود دارد تحت شرایط عادی سفر کردن بین کشورهای متعدد مستلزم چندین بار طی کردن فرآیندهای درخواست ویزا و کنترل گذرنامه است,0.0,0.0,True,6,"درخواست ویزا و کنترل گذرنامه 
",درخواست ویزا و کنترل گذرنامه,0,0.909090909,1.600134762,11,ok,,"درخواست ویزا و کنترل گذرنامه 
",درخواست ویزا و کنترل گذرنامه,0,0.909090909,0.0,
27,1689,13365057226170529745.wav,سفر بین کشورهای متعدد اروپا در شرایط عادی مستلزم چه فرایندهایی است؟,فرآیندهای درخواست ویزا و کنترل گذرنامه,اروپا قاره‌ای نسبتاً کوچک است ولی در آن کشورهای مستقل زیادی وجود دارد تحت شرایط عادی سفر کردن بین کشورهای متعدد مستلزم چندین بار طی کردن فرآیندهای درخواست ویزا و کنترل گذرنامه است,اروپا قاره ای نسبتا کوچک است ولی در آن کشورهای مستقل زیادی وجود دارد تحت شرایط عادی سفر کردن بین کشورهای متعدد مستلزم چندین بار طی کردن فرآیند درخواست ویزا کنترل گذرنامه است,0.0588235294117647,0.0280898876404494,False,6,"درخواست ویزا و کنترل گذرنامه 
",درخواست ویزا و کنترل گذرنامه,0,0.909090909,1.620192953,11,ok,,"درخواست ویزا و کنترل گذرنامه 
",درخواست ویزا و کنترل گذرنامه,0,0.909090909,0.0,
